name,price,year,total_km,location,engine_type,transmission
2023 Suzuki Baleno AT,235000000,2023,22000,"Jakarta Pusat
5 Seat
1462 Cc
Panggilan Gratis",Bensin,Otomatis
2023 Hyundai Ioniq 5 Standard Range Signature,460000000,2023,,,,Otomatis
2020 MINI Clubman Cooper,725000000,2020,14000,"Jakarta Pusat
5 Seat
1499 Cc
Panggilan Gratis",Bensin,
2019 MINI Cooper S Countryman 2.0L AT,650000000,2019,,,,Otomatis
2012 Mercedes Benz B-Class 200,267000000,2012,88000,"Jakarta Pusat
Panggilan Gratis",Bensin,
2021 MINI 3 Door Cooper,765000000,2021,14000,"Jakarta Pusat
4 Seat
1499 Cc
Panggilan Gratis",Bensin,Otomatis
2017 MINI Countryman Copper,475000000,2017,22000,"Jakarta Pusat
5 Seat
1499 Cc
Panggilan Gratis",Bensin,Otomatis
2013 Mercedes Benz B-Class 200,190000000,2013,,,,
2022 Hyundai Ioniq 5 Long Range Signature,440000000,2022,,,,Otomatis
2024 Wuling Binguo EV Premium Range,240000000,2024,8000,"Jakarta Pusat
5 Seat
Panggilan Gratis",Listrik,Otomatis
2019 Volkswagen Polo 1.2 TSI,170000000,2019,56000,"Jakarta Pusat
Panggilan Gratis",Bensin,
2018 Volkswagen Polo 1.2 TSI,155000000,2018,56000,"Jakarta Pusat
Panggilan Gratis",Bensin,
2013 Kia Rio AT,107000000,2013,,,,Otomatis
2023 Honda City Hatchback RS CVT,278000000,2023,4361,"Jakarta Pusat
5 Seat
1498 Cc
Panggilan Gratis",Bensin,CVT
2014 Mercedes Benz A-Class 250 SPORT,295000000,2014,27000,"Jakarta Pusat
Panggilan Gratis",Bensin,
2020 Mazda 3 Hatchback Skyactive-G 2.0,395000000,2020,,,,Otomatis
2024 MINI Cooper S,1030000000,2024,1000,"Jakarta Pusat
4 Seat
1998 Cc
Panggilan Gratis",Bensin,
2024 MINI Countryman Copper,930000000,2024,8000,"Jakarta Pusat
5 Seat
1499 Cc
Panggilan Gratis",Bensin,Otomatis
2023 Honda City Hatchback RS CVT Honda Sensing,275000000,2023,16000,"Jakarta Pusat
5 Seat
1498 Cc
Panggilan Gratis",Bensin,CVT
2012 Volkswagen Scirocco 1.4 TSI,245000000,2012,57000,"Jakarta Pusat
5 Seat
1390 Cc
Panggilan Gratis",Bensin,Otomatis
2024 Wuling Air EV Standard Range,170000000,2024,126,"Jakarta Pusat
4 Seat
Panggilan Gratis",Listrik,Otomatis
2022 Suzuki Baleno AT,223000000,2022,42000,"Jakarta Pusat
5 Seat
1462 Cc
Panggilan Gratis",Bensin,Otomatis
2021 Renault KWID Climber AT,120000000,2021,32000,"Jakarta Pusat
Panggilan Gratis",Bensin,Otomatis
2014 Ford Focus S,154000000,2014,41000,"Jakarta Pusat
5 Seat
Panggilan Gratis",Bensin,Otomatis
2022 Wuling Air EV Standard Range,162000000,2022,18000,"Jakarta Pusat
4 Seat
Panggilan Gratis",Listrik,Otomatis
2017 MINI Cooper S 2 AT,725000000,2017,21000,"Jakarta Pusat
Panggilan Gratis",Bensin,Otomatis
2014 Mercedes Benz B-Class B 200 Sport,199000000,2014,79000,"Jakarta Pusat
5 Seat
1595 Cc
Panggilan Gratis",Bensin,Manual
2019 MINI Cooper S Countryman 2.0 S Turbo JCWC,510000000,2019,50000,"Jakarta Pusat
Panggilan Gratis",Bensin,
2021 Kia Sonet DYNAMIC A/T,225000000,2021,32000,"Jakarta Pusat
Panggilan Gratis",Bensin,
2021 Kia Sonet PREMIERE A/T,240000000,2021,35000,"Jakarta Pusat
Panggilan Gratis",Bensin,
2010 MINI Cooper S 1.6L 3 Door AT,315000000,2010,,,,Otomatis
2019 MINI John Cooper Works Hatch,680000000,2019,18419,"Jakarta Pusat
4 Seat
1999 Cc
Panggilan Gratis",Bensin,CVT
2023 Nissan Leaf Two Tone EV,350000000,2023,,,Listrik,Otomatis
2023 Kia Sonet PREMIERE A/T,255000000,2023,15366,"Jakarta Pusat
Panggilan Gratis",Bensin,
2023 Mercedes Benz AMG A35 2.0L,850000000,2023,6874,"Jakarta Utara
5 Seat
1991 Cc
Panggilan Gratis",Bensin,
2018 MINI 3 Door Cooper,485000000,2018,41000,"Jakarta Pusat
4 Seat
1499 Cc
Panggilan Gratis",Bensin,Otomatis
2017 Volkswagen Scirocco 1.4 TSI,423000000,2017,77000,"Jakarta Pusat
5 Seat
1390 Cc
Panggilan Gratis",Bensin,Otomatis
2019 Chevrolet Spark 1.4L Premier,156000000,2019,27000,"Jakarta Pusat
5 Seat
1399 Cc
Panggilan Gratis",Bensin,CVT
2023 Toyota Prius HEV 1.8L,910000000,2023,3226,"Jakarta Pusat
5 Seat
1798 Cc
Panggilan Gratis",Bensin,CVT
2013 Mercedes Benz A-Class A 250,270000000,2013,50609,"Jakarta Pusat
5 Seat
Panggilan Gratis",Bensin,
2012 MINI Cooper S 1.6L 3 Door AT,305000000,2012,,,,Otomatis
2014 Mercedes Benz A-Class A 250 AMG,285000000,2014,29143,"Jakarta Pusat
Panggilan Gratis",Bensin,
2019 Volkswagen Polo 1.2 TSI A/T,135000000,2019,,,,
2021 Mercedes Benz A-Class A 200 Progressive Line,615000000,2021,,,,
2015 MINI 5-Door Cooper S,515000000,2015,40000,"Jakarta Pusat
4 Seat
1999 Cc
Panggilan Gratis",Bensin,Otomatis
2023 Hyundai Ioniq 5 Standard Range Prime,440000000,2023,41000,"Jakarta Pusat
5 Seat
Panggilan Gratis",,Otomatis
2013 MINI Cooper S,360000000,2013,34000,"Jakarta Pusat
4 Seat
1998 Cc
Panggilan Gratis",Bensin,
2016 Volkswagen Scirocco  At,350000000,2016,,,,Otomatis
2024 Wuling Air EV Long Range,185000000,2024,22000,"Jakarta Pusat
4 Seat
Panggilan Gratis",Listrik,Otomatis
2024 Wuling Binguo EV Long Range AC,365000000,2024,14000,"Jakarta Pusat
5 Seat
Panggilan Gratis",Listrik,Otomatis
2023 Hyundai Ioniq 5 Long Range Signature,700000000,2023,,,,Otomatis
2014 Mercedes Benz A-Class 200 URBAN,285000000,2014,70000,"Jakarta Pusat
Panggilan Gratis",Bensin,
2025 BYD Dolphin Dynamic,310000000,2025,,,,Otomatis
2022 Kia Sonet PREMIERE A/T,290000000,2022,,,,
2019 Volkswagen Polo 1.2 GT TSI AT,149000000,2019,100000,"Jakarta Pusat
Panggilan Gratis",Bensin,Otomatis
2022 Toyota GR Yaris 1.6L MT,820000000,2022,5900,"Jakarta Pusat
4 Seat
1618 Cc
Panggilan Gratis",Bensin,Manual
2011 Volkswagen Golf 1.4L TSI,128000000,2011,,,,Otomatis
2022 Mercedes Benz AMG A35 2.0L,750000000,2022,31000,"Jakarta Pusat
5 Seat
1991 Cc
Panggilan Gratis",Bensin,
2025 VinFast VF 3 EV,170000000,2025,7856,"Jakarta Pusat
4 Seat
Panggilan Gratis",Listrik,Otomatis
2017 MINI Cooper S,385000000,2017,,,,
2011 MINI Cooper S S-HACTBACK AT,405000000,2011,40000,"Jakarta Pusat
Panggilan Gratis",Bensin,Otomatis
2024 Hyundai Ioniq 5 Long Range Prime,458000000,2024,9000,"Jakarta Pusat
5 Seat
Panggilan Gratis",,Otomatis
2022 Daihatsu Ayla 1.0L D Plus MT,100000000,2022,,,,Manual
2011 Honda Jazz RS CVT,155000000,2011,,,,CVT
2021 Honda Civic Hatchback TURBO HATCHBACK E 1.5 AT,510000000,2021,12116,Yogyakarta,Bensin,Otomatis
2014 Toyota Etios Valco EMT,85000000,2014,104717,Bandung,Bensin,Manual
2021 Honda Jazz RS CVT,279000000,2021,,,,CVT
2014 Mercedes Benz A-Class 250 AMG Line,275000000,2014,27000,"Tangerang Selatan
5 Seat
1991 Cc
Lihat Detail Penjual",Bensin,
2019 Mercedes Benz A-Class A 200 Progressive Line,450000000,2019,,,,
2025 Honda N-Box AT,495000000,2025,12,"Tangerang Selatan
Lihat Detail Penjual",Bensin,Otomatis
2016 MINI 5 Door Cooper S,575000000,2016,23041,"Tangerang Selatan
5 Seat
1998 Cc
Lihat Detail Penjual",Bensin,
2016 Mercedes Benz A-Class AMG 45,575000000,2016,,,,
2019 Mercedes Benz A-Class A 200 AMG,480000000,2019,24000,"Tangerang Selatan
Lihat Detail Penjual",Bensin,
2020 Mercedes Benz AMG A35 2.0L,900000000,2020,8000,"Tangerang Selatan
5 Seat
1991 Cc
Lihat Detail Penjual",Bensin,
2014 Volkswagen Scirocco R,565000000,2014,,,,Otomatis
2018 Mazda 3 Hatchback Skyactive-G 2.0,285000000,2018,27000,"Tangerang Selatan
5 Seat
1998 Cc
Lihat Detail Penjual",Bensin,Otomatis
2017 MINI Cooper S Countryman 2.0 S Turbo JCWC,529000000,2017,28092,"Tangerang Selatan
Lihat Detail Penjual",Bensin,
2019 Volkswagen Golf GTI 2.0L TSI,169000000,2019,,,,
2010 Toyota Yaris E 1.5L AT,99000000,2010,127000,"Jakarta Timur
Lihat Detail Penjual",Bensin,Otomatis
2016 Toyota Yaris TRD SPORTIVO 1.5L MT,169000000,2016,,,,Manual
2023 Honda Brio SATYA 1.2 E MT CKD,150000000,2023,,,,Manual
2018 Honda Jazz 1.5 RS AT BLACK TOP LIMITED EDITION,228000000,2018,,,,Otomatis
2023 Toyota Agya 1.2L G M/T,134000000,2023,30002,,Bensin,Manual
2018 Honda Brio Satya E MT,128000000,2018,,,,Manual
2015 Honda Brio 1.2 E MT,105000000,2015,55479,,Bensin,Manual
2020 Toyota Agya 1.2L G TRD MT,125000000,2020,17881,,Bensin,Manual
2013 Honda Jazz 1.5 GE8 MT,144000000,2013,86449,,Bensin,Manual
2022 Daihatsu Ayla 1.2L R MT DLX,129000000,2022,45725,,Bensin,Manual
2013 Toyota Yaris E MT,120000000,2013,123,Denpasar,Bensin,Manual
2013 Toyota Agya 1.2 G AT,52500000,2013,90252,Surabaya,Bensin,Otomatis
2016 Suzuki Karimun Wagon R GS GS Airbag,92500000,2016,,,,Manual
2015 Mazda 2 SKYACTIVE R A/T,150000000,2015,100000,Yogyakarta,Bensin,
2013 Suzuki Splash GL 1.2L MT,85000000,2013,129000,Surabaya,Bensin,Manual
2024 Suzuki Baleno HB A/T,248000000,2024,,,,
2019 Suzuki Baleno HB A/T,183000000,2019,68025,,Bensin,
2019 Daihatsu Sirion 1.3L M AT SPORTY,152000000,2019,53362,,Bensin,Otomatis
2015 Ford Fiesta 1.5L AT S,98000000,2015,155000,,Bensin,Otomatis
2012 Kia Rio SE 1.4L AT,119000000,2012,75101,,Bensin,Otomatis
2016 Kia Rio 1.4L AT,135000000,2016,,,,Otomatis
2024 Wuling Air EV Lite 200,175000000,2024,80001,,Listrik,Otomatis
2017 Honda Jazz RS CVT A/T,238000000,2017,,,,CVT
2020 Daihatsu Ayla  1.2 R AT,120000000,2020,85000,Yogyakarta,Bensin,Otomatis
2017 Toyota Agya G TRD 1.0L MT,100000000,2017,135000,Malang,Bensin,Manual
2016 Daihatsu Ayla 1.0L D Plus MT,90000000,2016,,,,Manual
2019 Toyota Agya 1.2 TRD AT TRD,123000000,2019,94700,,Bensin,Otomatis
2023 Daihatsu Ayla  M 1.0 M Bensin MT,150000000,2023,,,Bensin,Manual
2013 Honda Jazz 1.5 GE8 AT,190000000,2013,123456,,Bensin,Otomatis
2021 Toyota Agya 1.2L GR Sport M/T,155000000,2021,,,,Manual
2024 Honda Brio E AT,125000000,2024,99000,,Bensin,Otomatis
2024 Toyota Agya 1.2 G MT,130000000,2024,99000,,Bensin,Manual
2013 Honda Brio IVTEC E 1.3L AT,115000000,2013,,,,Otomatis
1970 Honda Jazz IDSI M/T,85000000,1970,,,,
2015 Honda Jazz RS CVT A/T,205000000,2015,123456,,Bensin,CVT
2014 Honda Jazz RS CVT A/T,185000000,2014,100000,,Bensin,CVT
2012 Honda Jazz 1.5 GE8 AT,160000000,2012,,,,Otomatis
2011 Honda Jazz 1.5 GE8 AT,142000000,2011,123456,,Bensin,Otomatis
2020 Toyota Agya 1.2L G AT TRD,137000000,2020,,,,Otomatis
2018 Toyota Agya 1.2L G M/T,125000000,2018,51000,Surabaya,Bensin,Manual
2008 Toyota Yaris S AT,110000000,2008,,,,Otomatis
2021 Daihatsu Ayla 1.0L X AB MT,105000000,2021,32000,Yogyakarta,Bensin,Manual
2015 Honda Jazz 1.5 RS E A/T MNB,160000000,2015,150000,Yogyakarta,Bensin,
2019 Honda Brio 1.2L S MT,130000000,2019,40000,Yogyakarta,Bensin,Manual
2014 Honda Jazz GK5 1.5 RS MT,179000000,2014,,,,Manual
2011 Honda Jazz 1.5L RS AT,148000000,2011,98000,Denpasar,Bensin,Otomatis
2024 Daihatsu Ayla 1.0L X CVT,137000000,2024,9000,Malang,Bensin,CVT
2018 Honda Jazz 1.5 S AT,239000000,2018,,,,Otomatis
2007 Honda Jazz 1.5L VTEC MT,95000000,2007,155000,,Bensin,Manual
2019 Daihatsu Ayla 1.0L X MT,130000000,2019,55000,Denpasar,Bensin,Manual
2007 Toyota Yaris E AT,95000000,2007,123456,,Bensin,Otomatis
2016 Toyota Agya 1.2 TRD MT TRD,115000000,2016,,,,Manual
2014 Daihatsu Ayla 1.0L X MT,85000000,2014,75000,,Bensin,Manual
2018 Toyota Agya 1.2 TRD AT TRD,120000000,2018,63000,"Tangerang
Lihat Detail Penjual",Bensin,Otomatis
2018 Honda Jazz RS 1.5 CVT,245000000,2018,,,,CVT
2020 Toyota Agya 1.2L G M/T,138000000,2020,28000,Sidoarjo,Bensin,Manual
2019 Honda Brio E 1.3L M/T,150000000,2019,35000,,Bensin,
2018 Honda Brio IVTEC E 1.2L MT,128000000,2018,,,,Manual
2018 Honda Brio Satya E M/T,145000000,2018,45000,Surabaya,Bensin,Manual
2016 Toyota Yaris Heykers S M/T TRD HEYKERS,176000000,2016,,,,
2014 Daihatsu Ayla  1.0 X MT,78000000,2014,,,,Manual
2017 Daihatsu Ayla 1.2L R AT DLX,115000000,2017,21000,Bekasi,Bensin,Otomatis
2021 Daihatsu Ayla  1.0 X AT,118000000,2021,19800,Surabaya,Bensin,Otomatis
2015 Honda Brio SATYA 1.2 E MT CKD,119000000,2015,,,,Manual
2024 Honda Jazz 1.4L i-DSI MT,95000000,2024,105000,,Bensin,Manual
2008 Honda Jazz RS CVT,115000000,2008,99000,,Bensin,CVT
2017 Honda Brio RS,158000000,2017,,,,Manual
2013 Honda Jazz 1.5L S AT,135000000,2013,90000,"Tangerang
5 Seat
1496 Cc
Jok Dilapis Kulit
Anti Lock Braking System
Lihat Detail Penjual",Bensin,Otomatis
2018 Toyota Yaris S TRD 1.5L MT,199000000,2018,45000,,Bensin,Manual
2020 Honda Jazz CVT,249000000,2020,,,,CVT
2018 Toyota Yaris 1.5 TRD SPT,217500000,2018,36000,,Bensin,
2016 Toyota Agya G TRD 1.0L AT,110000000,2016,69000,Sidoarjo,Bensin,Otomatis
2006 Honda Jazz IDSI A/T,75000000,2006,189500,,Bensin,
2004 Honda Jazz IDSI A/T,75000000,2004,123456,,Bensin,
2015 Toyota Yaris TRD Sportivo CVT,170000000,2015,83000,Denpasar,Bensin,CVT
2014 Daihatsu Ayla  X Elegant MT,93000000,2014,,,,Manual
2018 Honda Brio Satya S M/T,122000000,2018,62000,"Jakarta Timur
5 Seat
1199 Cc
Anti Lock Braking System
Central Locking
Airbag Penumpang Depan
Rear Parking Sensors
Lihat Detail Penjual",Bensin,Manual
2017 Honda Jazz RS MT,207000000,2017,,,,Manual
2024 Daihatsu Ayla 1.0L X AT,100000000,2024,86000,,Bensin,Otomatis
2020 Daihatsu Ayla 1.0L X MT,110000000,2020,50000,,Bensin,Manual
2014 Honda Brio i-VTEC E 1.2L AT,125000000,2014,92833,Bogor,Bensin,Otomatis
2018 Toyota Agya 1.2 TRD MT TRD,132500000,2018,48573,Surabaya,Bensin,Manual
2013 Toyota Yaris E 1.5L MT,125000000,2013,90000,Surabaya,Bensin,Manual
2018 Honda Jazz RS MT,215000000,2018,80000,"Jakarta Timur
5 Seat
1497 Cc
Engine Start Stop Button
Power Outlet
Lingkar Kemudi Dengan Tombol Multi Fungsi
Automatic Climate Control
Layar Sentuh
Anti Lock Braking System
Lihat Detail Penjual",Bensin,Manual
2015 Honda Brio 1.2 E AT,125500000,2015,,,,Otomatis
2016 Honda Brio Satya E MT,110000000,2016,123,Malang,Bensin,Manual
2023 Honda Brio RS M/T,178000000,2023,,,,Manual
2017 Daihatsu Ayla  1.0 X AT,100000000,2017,1111,Denpasar,Bensin,Otomatis
2017 Toyota Yaris Heykers S CVT TRD HEYKERS,192000000,2017,57000,Bandung,Bensin,CVT
2008 Honda Jazz RS 1.5 A/T,122000000,2008,123,Malang,Bensin,
2019 Toyota Yaris G M/T 7 AB,170000000,2019,32506,"Tangerang
5 Seat
1496 Cc
Power Outlet
Air Quality Control
Layar Sentuh
Anti Lock Braking System
Central Locking
Airbag Penumpang Depan
Lihat Detail Penjual",Bensin,Manual
2016 Honda Brio 1.2 SATYA DD1 E M/T MNB,113000000,2016,,,,
2015 Toyota Agya G TRD 1.0L AT,98000000,2015,42662,Bogor,Bensin,Otomatis
2017 Toyota Agya 1.2L G M/T,120000000,2017,45000,Bandung,Bensin,Manual
2018 Toyota Yaris TRD Sportivo CVT,215000000,2018,,,,CVT
2017 Honda Brio Satya E M/T,125000000,2017,25000,Surabaya,Bensin,Manual
2016 Honda Jazz RS CVT A/T,191000000,2016,,,,CVT
2020 Honda Jazz RS CVT,255000000,2020,8000,"Jakarta Utara
5 Seat
1497 Cc
Engine Start Stop Button
Power Outlet
Automatic Climate Control
Cruise Control
Lingkar Kemudi Dengan Tombol Multi Fungsi
Layar Sentuh
Lihat Detail Penjual",Bensin,CVT
2016 Honda Brio i-VTEC E 1.2L AT,129500000,2016,67000,Bogor,Bensin,Otomatis
2014 Honda Brio Satya E M/T,108000000,2014,,,,Manual
2010 Honda Jazz RS CVT,142000000,2010,130000,,Bensin,CVT
2017 Toyota Yaris Heykers TRD 1.5L AT,179000000,2017,75000,Surabaya,Bensin,Otomatis
2014 Toyota Agya TRD S A/T,92000000,2014,80000,Semarang,Bensin,Otomatis
2014 Honda Brio CKD LIMITED E AT,124000000,2014,,,,Otomatis
2019 Toyota Agya 1.2L G M/T,123000000,2019,55000,Surabaya,Bensin,Manual
2014 Honda Brio E 1.3L M/T,103000000,2014,115000,Bogor,Bensin,
2022 Daihatsu Ayla 1.2L R CVT,137000000,2022,,,,CVT
2019 Honda Brio Satya E M/T,146000000,2019,54000,Semarang,Bensin,Manual
2014 Honda Brio 1.2 S MT,90000000,2014,113832,"Tangerang Selatan
Lihat Detail Penjual",Bensin,Manual
2015 Toyota Agya 1.2 G AT,88000000,2015,,,,Otomatis
2022 Toyota Agya 1.2L GR Sport CVT,159900000,2022,,,,CVT
2014 Toyota Agya 1.0L G A/T,89000000,2014,60000,Bandung,Bensin,Otomatis
1970 Honda Brio RS CVT,176000000,1970,27000,,Bensin,CVT
2017 Daihatsu Ayla 1.0L M MT,80000000,2017,75000,"Tangerang Selatan
5 Seat
998 Cc
Power Outlet
Anti Lock Braking System
Central Locking
Airbag Penumpang Depan
Hill",Bensin,Manual
2008 Honda Jazz 1.5 RS E A/T MNB,123000000,2008,,,,
2012 Honda Jazz 1.5L RS MT,150000000,2012,98000,Bandung,Bensin,Manual
2013 Toyota Agya 1.0 G AT,95000000,2013,,,,Otomatis
2010 Honda Jazz 1.5L RS AT,135000000,2010,1234,,Bensin,Otomatis
2008 Toyota Yaris 1.5 J MT MC,92000000,2008,150000,Bandung,Bensin,Manual
2020 Honda Brio RS M/T,145000000,2020,,,,Manual
2016 Honda Jazz RS CVT,210000000,2016,,,,CVT
2020 Honda Jazz RS MT,268000000,2020,,,,Manual
2018 Daihatsu Ayla 1.0L X MT,100000000,2018,30000,Bandung,Bensin,Manual
2017 Daihatsu Ayla  M 1.0 M Bensin MT,80000000,2017,1000,Semarang,Bensin,Manual
2014 Daihatsu Ayla  X MT,65000000,2014,95561,Surabaya,Bensin,Manual
2013 Honda Brio 1.2 E AT,65000000,2013,7560,Surabaya,Bensin,Otomatis
2010 Honda Jazz 1.5 GE8 AT,65000000,2010,,,,Otomatis
2021 Toyota Agya 1.2L GR Sport CVT,145000000,2021,30000,Surabaya,Bensin,CVT
2011 Nissan March 1.2L MT,90000000,2011,,,,Manual
2024 Suzuki Swift GX 1.5L AT,145000000,2024,99000,,Bensin,Otomatis
2012 Suzuki Splash GL 1.2L MT,97000000,2012,123456,,Bensin,Manual
2014 Daihatsu Sirion 1.3 RS - M 301 M 602 MT MNB CBU,105000000,2014,,,,Manual
2020 Suzuki Ignis 1.2 GL MT,138000000,2020,123456,,Bensin,Manual
2010 Suzuki Swift 1.5 ST A/T MNB,115000000,2010,101000,,Bensin,
2019 Suzuki Ignis 1.2 GL MT,115000000,2019,99000,,Bensin,Manual
2014 Suzuki Swift GX MT,155000000,2014,99000,,Bensin,Manual
2011 Suzuki Swift GT 1.5L MT,135000000,2011,,,,Manual
2018 Honda Civic Hatchback TURBO HATCHBACK E 1.5 AT,349000000,2018,30944,,Bensin,Otomatis
2014 Suzuki Swift GX 1.5L AT,150000000,2014,60000,,Bensin,Otomatis
2013 Daihatsu Sirion 1.3 RS - M 301 M 602 AT MNB CBU,93000000,2013,110000,"Jakarta Utara
Lihat Detail Penjual",Bensin,Otomatis
2016 Suzuki Swift GX MT,167500000,2016,64000,Surabaya,Bensin,Manual
2019 Suzuki Baleno 1.4L GL AT,186500000,2019,13000,Surabaya,Bensin,Otomatis
2013 Mazda 2 Hatchback R A/T,125000000,2013,140000,Sidoarjo,Bensin,
2014 Suzuki Splash GL 1.2L MT,97500000,2014,113300,Malang,Bensin,Manual
2007 Suzuki Swift Sport CVT,100000000,2007,,,,CVT
2016 Suzuki Swift GX 1.5L AT,175000000,2016,55000,,Bensin,Otomatis
2015 Mitsubishi Mirage GLX,90000000,2015,,,,Manual
2014 Suzuki Karimun GX Wagon R,85000000,2014,75000,,Bensin,Manual
2015 Kia Picanto SE 1.2L AT,120000000,2015,99000,,Bensin,Otomatis
2011 Suzuki Splash GL 1.2L MT,90000000,2011,,,,Manual
2015 Mazda 2 R SKYACTIV AT,188000000,2015,70000,Surabaya,Bensin,Otomatis
2013 Suzuki Splash GL MT,95000000,2013,,,,Manual
2008 Suzuki Swift GL 1.5L MT,95000000,2008,99000,,Bensin,Manual
2024 Suzuki Karimun Wagon R GS GS Airbag,105000000,2024,56000,,Bensin,Manual
2017 Honda Civic Hatchback TURBO HATCHBACK E 1.5 AT,375000000,2017,,,,Otomatis
2018 Suzuki Ignis 1.2 GX AT,153000000,2018,60000,Surabaya,Bensin,Otomatis
2017 Honda BRV 1.2 E AT,170000000,2017,60106,"Tangerang
Lihat Detail Penjual",Bensin,Otomatis
2017 Suzuki Ignis GX AGS,142000000,2017,,,,Otomatis
2018 Suzuki Baleno BALENO,169000000,2018,34000,"Jakarta Utara
Lihat Detail Penjual",Bensin,
2016 Mazda 2 R SKYACTIV AT,173000000,2016,15000,"Tangerang Selatan
Lihat Detail Penjual",Bensin,Otomatis
2012 Nissan Juke CVT AT,130000000,2012,,,,CVT
2012 Nissan March 1.2L MT,77000000,2012,137000,Bekasi,Bensin,Manual
2016 Mazda 2 Hatchback GT 1.5L AT,200000000,2016,40000,Surabaya,Bensin,Otomatis
2021 Suzuki Baleno 1.4L GL AT,199000000,2021,36000,Bandung,Bensin,Otomatis
2014 Mitsubishi Mirage GLS,96000000,2014,100000,Depok,Bensin,CVT
2011 Suzuki Swift 1.5 ST M/T MNB,106500000,2011,90000,Surabaya,Bensin,
2018 Mazda 2 R SKYACTIV AT,189000000,2018,60000,"Jakarta Selatan
Lihat Detail Penjual",Bensin,Otomatis
2015 Suzuki Splash GL 1.2L MT,105000000,2015,,,,Manual
2009 Suzuki Swift ST AT,110000000,2009,105000,Bandung,Bensin,Otomatis
2022 Suzuki Ignis GX AGS,172000000,2022,10420,"Tangerang
5 Seat
1197 Cc
Engine Start Stop Button
Power Outlet
Lingkar Kemudi Dengan Tombol Multi Fungsi
Automatic Climate Control
Layar Sentuh
Anti Lock Braking System
Lihat Detail Penjual",Bensin,Otomatis
2002 Mazda 2 R AT,120000000,2002,,,,Otomatis
2008 Suzuki Swift 1.5 ST A/T MNB,95000000,2008,170000,,Bensin,
2019 Suzuki Ignis 1.2 GLX,128000000,2019,55000,"Jakarta Selatan
Lihat Detail Penjual",Bensin,
2012 Nissan March 1.2L XS AT,82000000,2012,,,,Otomatis
2013 Ford Fiesta 1.5L AT S,110000000,2013,98000,Sidoarjo,Bensin,Otomatis
2016 Mitsubishi Mirage GLS SPORT A/T,113000000,2016,32000,,Bensin,
2007 Suzuki Karimun gx 1.0 manual,60000000,2007,,,,Manual
2019 Mazda 2 Hatchback R 1.5L AT,235000000,2019,20000,Bandung,Bensin,Otomatis
2014 Suzuki Karimun Wagon R GX 1.0L MT,78850000,2014,,,,Manual
2014 Mazda 2 Hatchback R A/T,140000000,2014,102000,"Jakarta Pusat
Lihat Detail Penjual",Bensin,
2013 Mazda 2 Hatchback HATCHBACK 1.5 V AT,106000000,2013,88000,"Jakarta Selatan
Lihat Detail Penjual",Bensin,Otomatis
2016 Nissan March 1.2L XS AT,108000000,2016,,,,Otomatis
2008 Suzuki Karimun gx 1.0 manual,73000000,2008,90000,Surabaya,Bensin,Manual
2020 Suzuki Baleno 1.4L GL MT,160000000,2020,,,,Manual
2008 Suzuki Karimun Estilo,70000000,2008,60000,Bandung,Bensin,Manual
2011 Mazda 2 R,85000000,2011,92000,"Tangerang
5 Seat
1498 Cc
Lihat Detail Penjual",Bensin,Otomatis
2013 Daihatsu Sirion 1.3 VVTi M/T,55000000,2013,76731,Surabaya,Bensin,
2013 Kia Picanto PICANTO,55000000,2013,64604,Surabaya,Bensin,
2013 Volkswagen Polo 1.4 AT,255000000,2013,17000,"Jakarta Utara
Lihat Detail Penjual",Bensin,Otomatis
2019 MINI Cooper S S-HACTBACK AT,795000000,2019,20024,Bandung,Bensin,Otomatis
2013 MINI 3 Door Cooper,540000000,2013,,,,Otomatis
2013 Kia Rio 1.4 HB OPT AT,120000000,2013,55000,,Bensin,Otomatis
2011 BMW 1 Series 118i N/SPORT,175000000,2011,130000,"Tangerang
Lihat Detail Penjual",Bensin,
2018 MINI Countryman Copper,625000000,2018,,,,Otomatis
2017 MINI Cooper S Countryman 2.0L AT,700000000,2017,123456,"Jakarta Utara
Lihat Detail Penjual",Bensin,Otomatis
2022 Honda City Hatchback RS CVT Honda Sensing,257000000,2022,29908,,Bensin,CVT
2021 Mercedes Benz AMG A35 2.0L,925000000,2021,,,,
2009 Suzuki X Road 1.5 AT,92500000,2009,170000,,Bensin,Manual
1997 Daihatsu Feroza SPECIAL EDITION M/T JEP,65000000,1997,,,,
2010 Volkswagen Golf MK VI 1.4 TSI A/T,142500000,2010,154000,Surabaya,Bensin,
2022 Suzuki S-Presso 1.0L MT,130000000,2022,,,,Manual
2011 Hyundai Avenga MT,98000000,2011,134000,Sidoarjo,Bensin,Manual
2021 Honda City Hatchback RS MT,255000000,2021,15000,Palembang,Bensin,Manual
2014 Kia Rio 1.4 AT OPTION,112000000,2014,,,,Otomatis
2015 Toyota Etios Valco G M/T,107000000,2015,98000,Surabaya,Bensin,Manual
2019 Suzuki Baleno AT,185000000,2019,79000,Sidoarjo,Bensin,Otomatis
2013 Toyota Etios Valco G M/T,93000000,2013,70000,Surabaya,Bensin,Manual
2018 Nissan March 1.2L AT,107500000,2018,,,,Otomatis
2025 Toyota Agya 1.2L G A/T,150000000,2025,16000,"Jakarta Timur
5 Seat
1197 Cc
Lihat Detail Penjual",Bensin,Otomatis
2015 Suzuki Karimun Wagon R GS GS AGS Airbag,93000000,2015,65000,Yogyakarta,Bensin,Otomatis
